10;12.03.2022;"50.7866";CZK
10;11.03.2022;"52.3642";CZK
10;10.03.2022;"49.3117";CZK
10;05.03.2022;"45.0879";CZK
10;04.03.2022;"48.277";CZK
10;03.03.2022;"44.9386";CZK
10;02.03.2022;"41.0266";CZK
10;01.03.2022;"41.8215";CZK
10;26.02.2022;"37.4741";CZK
10;25.02.2022;"39.2561";CZK
10;23.02.2022;"37.2484";CZK
10;22.02.2022;"35.9498";CZK
10;19.02.2022;"35.3449";CZK
10;18.02.2022;"35.311";CZK
10;17.02.2022;"35.0459";CZK
10;16.02.2022;"35.3635";CZK
10;15.02.2022;"35.2674";CZK
10;12.02.2022;"35.0618";CZK
10;11.02.2022;"35.0924";CZK
10;10.02.2022;"35.2223";CZK
10;09.02.2022;"35.4573";CZK
10;08.02.2022;"35.69";CZK
10;05.02.2022;"35.7248";CZK
10;04.02.2022;"35.7844";CZK
10;03.02.2022;"35.5976";CZK
10;02.02.2022;"35.7134";CZK
10;01.02.2022;"35.4214";CZK
10;29.01.2022;"35.4182";CZK
10;28.01.2022;"36.1512";CZK
10;27.01.2022;"36.4006";CZK
10;26.01.2022;"36.2214";CZK
10;25.01.2022;"35.9536";CZK
